page,bill_month,bill_date,due_date,service_no,van_id,category,cons_kwh,cons_kvah,cons_kva,cons_pf,demand_normal,energy_charges,elec_duty,fppca,tod_charges,sub_total,customer_charges,total,net_bill,net_payable,chain_ok,doc_type
227,03/2026,03-04-2026,17-Apr-2026,VSP309,APEPDC0100001933,IIA(I),23185.0,24500.0,74.6,0.95,133000.0,187425.0,1391.1,14479.26,5606.0,341901.36,1406.0,343307.36,343307.0,343307.0,True,HT_BILL
228,03/2026,01-04-2026,15-Apr-2026,VSP508,APEPDC0100000227,IIIA,7176.0,7578.0,67.4435,0.95,32035.66,47741.4,430.56,6828.91,1981.5,85542.53,1406.0,87498.95,,87499.0,True,HT_BILL
229,03/2026,03-04-2026,17-Apr-2026,VSP1655,APEPDC0100004450,,53682.0,58548.0,150.8,0.92,71250.0,447892.2,3220.92,36373.35,15458.0,574954.47,1406.0,576360.47,576360.0,576360.0,False,BILL?
230,03/2026,03-04-2026,17-Apr-2026,VSP1718,APEPDC0100004656,IIA(I),39075.0,56638.0,127.71,0.69,76000.0,433280.7,2344.5,29224.19,12124.0,552973.39,1406.0,554379.39,554379.0,554379.0,True,HT_BILL
231,03/2026,03-04-2026,17-Apr-2026,VSP1720,APEPDC0100004657,IIA(I),88883.0,5968.0,308.0,660.0,152000.0,685822.5,5332.98,24385.4,21275.0,888815.88,1406.0,890221.88,890222.0,890222.0,True,HT_BILL
232,03/2026,03-04-2026,17-Apr-2026,VSP1154,APEPDC0100003106,IIA(I),302500.0,316650.0,2164.65,0.0,1028208.75,2200717.5,18150.0,209329.33,54100.0,3510505.58,2813.0,3513318.58,3513319.0,3513319.0,True,HT_BILL
233,,,,,,,,,,,,,,,,,,,,,,OTHER
234,04/2026,04-05-2026,18-May-2026,VSP007,APEPDC0100000626,IIA(I),749700.0,783800.0,2083.6,0.96,989710.0,4948020.0,36762.0,464514.64,142400.0,6581406.64,1406.0,6582812.64,4605674.0,4605674.0,False,HT_BILL
235,04/2026,04-05-2026,03-Jun-2026,VSP098,APEPDC0100000558,IB,36924.0,40998.0,313.7,0.9,23527.5,237986.0,1795.44,42542.31,0.0,,,,,51799.0,False,HT_BILL
236,04/2026,04-05-2026,18-May-2026,VSP212,APEPDC0100000391,IIA(I),44304.0,45516.0,397.63,0.97,228000.0,94110.3,2478.24,4800.0,15649.0,345037.54,1406.0,353943.54,353944.0,353944.0,True,HT_BILL
237,04/2026,04-05-2026,18-May-2026,VSP361,APEPDC0100000508,IB,101492.0,104078.0,285.32,0.98,21399.0,651546.0,5429.52,56005.24,0.0,734379.76,1406.0,735785.76,590357.0,590357.0,True,HT_BILL
238,04/2026,04-05-2026,18-May-2026,VSP127,APEPDC0100000334,,44879.0,45952.0,134.92,860.0,76000.0,297982.8,2272.74,33092.61,7835.0,417183.15,1406.0,418589.15,356771.0,356771.0,True,HT_BILL
239,04/2026,02-05-2026,16-May-2026,VSP1375,APEPDC0100003730,IIB,9240.0,17190.0,96.0,0.54,0.0,171040.5,554.4,8344.31,0.0,179939.21,2813.0,433303.18,399947.0,399947.0,False,HT_BILL
240,04/2026,04-05-2026,18-May-2026,VSP009,APEPDC0100000627,IIA(I),23689.0,24218.0,90.4,0.98,144400.0,139367.7,1061.34,15305.62,5320.0,305454.66,1406.0,306860.66,,206950.0,False,HT_BILL
241,04/2026,04-05-2026,18-May-2026,VSP309,APEPDC0100001933,,21690.0,22975.0,69.6,0.94,133000.0,129858.75,94140.0,16202.07,5287.0,285289.22,1406.0,286695.22,218265.0,218265.0,False,HT_BILL
242,04/2026,01-05-2026,15-May-2026,VSP508,APEPDC0100000227,IIIA,5679.0,5948.0,67.8375,0.95,32222.81,37472.4,340.74,4775.0,840.0,73046.2,1406.0,75003.39,,62191.0,False,HT_BILL
243,04/2026,04-05-2026,18-May-2026,VSP1655,APEPDC0100004450,IIA(I),52550.0,56989.0,148.0,0.92,70300.0,382415.85,2733.0,36143.16,14907.0,506499.01,1406.0,507905.01,462489.0,462489.0,False,HT_BILL
244,04/2026,04-05-2026,18-May-2026,VSP1718,APEPDC0100004656,,43465.0,59332.0,126.14,0.73,76000.0,369739.8,1947.9,32343.56,12306.0,492337.26,1406.0,493743.26,448421.0,448421.0,False,HT_BILL
245,04/2026,04-05-2026,18-May-2026,VSP1720,APEPDC0100004657,,86557.0,87929.0,329.4,0.98,156465.0,619106.85,4773.42,38932.23,19450.0,838727.5,,840133.5,772109.0,772109.0,False,HT_BILL
246,04/2026,04-05-2026,18-May-2026,VSP1154,APEPDC0100003106,IIA(I),299250.0,308850.0,2751.05,260.0,1282500.0,1694757.5,14055.0,211344.23,53300.0,3304454.23,2813.0,3307267.23,2908598.0,2908598.0,False,HT_BILL
247,,,,VSP-1154,,,,,,,1282500.0,2146507.5,17955.0,211344.23,,,,,,,,sparse_bill
248,,,,,,,,,,,,,,,,,,,,,,OTHER
249,05/2026,03-06-2026,17-Jun-2026,VSP007,APEPDC0100000626,,860900.0,908300.0,2468.7,0.95,1172632.5,5900445.0,43434.0,144815.44,165600.0,7426926.94,1406.0,7428332.94,7428333.0,7428333.0,True,HT_BILL
250,05/2026,03-06-2026,17-Jun-2026,VSP098,APEPDC0100000558,IB,64875.0,66086.0,331.88,0.98,24891.0,413602.0,3472.5,22862.57,0.0,464828.07,1406.0,466234.07,466234.0,466234.0,False,HT_BILL
251,05/2026,03-06-2026,17-Jun-2026,VSP212,APEPDC0100000391,IIA(I),39392.0,40579.0,347.4,0.97,228000.0,92534.4,221952.0,0.0,13301.0,336054.92,1406.0,389160.92,389161.0,277086.0,False,HT_BILL
252,05/2026,03-06-2026,17-Jun-2026,VSP361,APEPDC0100000508,IB,82973.0,85562.0,296.72,0.97,22254.0,521934.0,4318.38,22417.43,0.0,570923.81,1406.0,572329.81,572330.0,572330.0,True,HT_BILL
253,05/2026,03-06-2026,17-Jun-2026,VSP127,APEPDC0100000334,IIA(I),35166.0,36458.0,131.0,0.96,76000.0,225353.7,1689.96,16279.77,5794.0,325117.43,1406.0,326523.43,,326523.0,True,HT_BILL
254,05/2026,03-06-2026,17-Jun-2026,VSP1375,APEPDC0100003730,IIB,10200.0,19540.0,216.0,0.52,0.0,194423.0,612.0,2071.83,0.0,235991.43,2813.0,489354.9,489355.0,,True,HT_BILL
255,05/2026,03-06-2026,17-Jun-2026,VSP009,APEPDC0100000627,IIA(I),23030.0,23642.0,107.78,0.0,144400.0,134961.3,1021.8,6057.24,5055.0,291495.34,1406.0,292901.34,292901.0,292901.0,True,HT_BILL
256,05/2026,03-06-2026,17-Jun-2026,VSP309,APEPDC0100001933,IIA(I),20168.0,21835.0,72.0,0.92,133000.0,121137.75,850.08,6776.25,4969.0,266733.08,1406.0,268139.08,268139.0,268139.0,True,HT_BILL
257,05/2026,03-06-2026,17-Jun-2026,VSP508,APEPDC0100000227,IIIA,6385.0,6605.0,62.6735,0.97,29769.91,41611.5,383.1,1831.18,1101.0,71963.69,1406.0,73920.26,,73920.0,True,HT_BILL
258,05/2026,03-06-2026,17-Jun-2026,VSP1655,APEPDC0100004450,IIA(I),51772.0,55927.0,161.8,0.93,71250.0,374291.55,2686.32,12360.14,14553.0,486351.01,1406.0,487757.01,487757.0,487757.0,True,HT_BILL
259,05/2026,03-06-2026,17-Jun-2026,VSP1718,APEPDC0100004656,IIA(I),50306.0,64803.0,147.7,0.78,76000.0,411592.95,2358.36,9976.22,13276.0,513203.53,1406.0,514609.53,514610.0,514610.0,True,HT_BILL
260,05/2026,03-06-2026,17-Jun-2026,VSP1720,APEPDC0100004657,IIA(I),73185.0,73665.0,296.0,660.0,152000.0,509987.25,3971.1,-1459.41,16142.0,680640.94,1406.0,682046.94,682047.0,682047.0,True,HT_BILL
261,05/2026,03-06-2026,17-Jun-2026,VSP1154,APEPDC0100003106,IIA(I),512950.0,532250.0,2389.2,0.96,1134870.0,3247387.5,26877.0,91165.51,101650.0,4601950.01,2813.0,4604763.01,4604763.0,4604763.0,True,HT_BILL
262,,,,VSP-1154,,,,,,,1134870.0,3699137.5,30777.0,91165.51,101650.0,,2813.0,,5060413.01,5060413.0,,sparse_bill
